Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.0,0.22337999939918518,0.2222220003604889,0.22337999939918518,0.06449823826551437,0
1962-01-03,0.0,0.2210649996995926,0.2199070006608963,0.2199070006608963,0.06349548697471619,345600
1962-01-04,0.0,0.2210649996995926,0.2175929993391037,0.2175929993391037,0.06282736361026764,216000
1962-01-05,0.0,0.21585600078105927,0.21412000060081482,0.21412000060081482,0.061824552714824677,129600
1962-01-08,0.0,0.21238400042057037,0.21064800024032593,0.21064800024032593,0.060822077095508575,172800
1962-01-09,0.0,0.21296299993991852,0.21296299993991852,0.21296299993991852,0.061490483582019806,43200
1962-01-10,0.0,0.2175929993391037,0.21469900012016296,0.2175929993391037,0.06282736361026764,172800
1962-01-11,0.0,0.2175929993391037,0.2164350003004074,0.2164350003004074,0.0624929741024971,172800
1962-01-12,0.0,0.2175929993391037,0.21412000060081482,0.21412000060081482,0.061824552714824677,259200
1962-01-15,0.0,0.21585600078105927,0.21412000060081482,0.21412000060081482,0.061824552714824677,129600
1962-01-16,0.0,0.21585600078105927,0.21296299993991852,0.21296299993991852,0.061490483582019806,345600
1962-01-17,0.0,0.2152779996395111,0.21296299993991852,0.21412000060081482,0.061824552714824677,259200
1962-01-18,0.0,0.21296299993991852,0.21238400042057037,0.21238400042057037,0.06132332980632782,172800
1962-01-19,0.0,0.21469900012016296,0.21354199945926666,0.21469900012016296,0.06199176236987114,129600
1962-01-22,0.0,0.21296299993991852,0.21238400042057037,0.21238400042057037,0.06132332980632782,172800
1962-01-23,0.0,0.21296299993991852,0.21064800024032593,0.21064800024032593,0.060822077095508575,259200
1962-01-24,0.0,0.21064800024032593,0.20949099957942963,0.21006900072097778,0.06065487861633301,302400
1962-01-25,0.0,0.21064800024032593,0.20891200006008148,0.20949099957942963,0.06048794835805893,129600
1962-01-26,0.0,0.21064800024032593,0.20891200006008148,0.20891200006008148,0.06032080203294754,561600
1962-01-29,0.0,0.21180599927902222,0.20949099957942963,0.21180599927902222,0.06115644425153732,216000
1962-01-30,0.0,0.21469900012016296,0.21064800024032593,0.21064800024032593,0.060822077095508575,734400
1962-01-31,0.0,0.2152779996395111,0.21238400042057037,0.2152779996395111,0.062158919870853424,345600
1962-02-01,0.0,0.21701399981975555,0.21469900012016296,0.21701399981975555,0.06266015022993088,388800
1962-02-02,0.0,0.22800900042057037,0.2175929993391037,0.22743099927902222,0.06566797196865082,2160000
1962-02-05,0.0,0.24074099957942963,0.23379600048065186,0.23726899921894073,0.06850852817296982,1944000
1962-02-06,0.0,0.24826399981975555,0.23958300054073334,0.2476850003004074,0.07151608914136887,2289600
1962-02-07,0.0,0.2592589855194092,0.25,0.25,0.07218446582555771,3369600
1962-02-08,0.0,0.2534720003604889,0.24594900012016296,0.24710600078105927,0.07134883850812912,1382400
1962-02-09,0.0,0.24710600078105927,0.24189800024032593,0.2465279996395111,0.07118194550275803,777600
1962-02-12,0.0,0.24421299993991852,0.24305599927902222,0.24421299993991852,0.0705135315656662,216000
1962-02-13,0.0,0.24421299993991852,0.24131900072097778,0.24189800024032593,0.07001105695962906,734400
1962-02-14,0.0,0.24074099957942963,0.23379600048065186,0.23495399951934814,0.06800135970115662,1080000
1962-02-15,0.0,0.23495399951934814,0.23263899981975555,0.23495399951934814,0.06800135970115662,302400
1962-02-16,0.0,0.23495399951934814,0.2332179993391037,0.23379600048065186,0.0676662027835846,172800
1962-02-19,0.0,0.2320600003004074,0.2320600003004074,0.2320600003004074,0.06716375797986984,43200
1962-02-20,0.0,0.22974500060081482,0.22800900042057037,0.22800900042057037,0.06599130481481552,86400
1962-02-21,0.0,0.22916699945926666,0.2222220003604889,0.2222220003604889,0.06431637704372406,604800
1962-02-23,0.0,0.2210649996995926,0.2199070006608963,0.2199070006608963,0.06364636868238449,432000
1962-02-26,0.0,0.22453700006008148,0.2210649996995926,0.22453700006008148,0.0649864599108696,259200
1962-02-27,0.0,0.22743099927902222,0.22337999939918518,0.22743099927902222,0.0658239796757698,302400
1962-02-28,0.0,0.23032400012016296,0.22453700006008148,0.22453700006008148,0.0649864599108696,475200
1962-03-01,0.0,0.22685199975967407,0.22453700006008148,0.22511599957942963,0.06515398621559143,259200
1962-03-02,0.0,0.22395800054073334,0.22337999939918518,0.22395800054073334,0.0648188441991806,345600
1962-03-05,0.0,0.22569400072097778,0.22453700006008148,0.22453700006008148,0.0649864599108696,216000
1962-03-06,0.0,0.22743099927902222,0.22627300024032593,0.22743099927902222,0.0658239796757698,86400
1962-03-07,0.0,0.22916699945926666,0.22685199975967407,0.22800900042057037,0.06599130481481552,475200
1962-03-08,0.0,0.23032400012016296,0.22916699945926666,0.22916699945926666,0.06632640957832336,172800
1962-03-09,0.0,0.22800900042057037,0.22800900042057037,0.22800900042057037,0.06599130481481552,43200
1962-03-12,0.0,0.2309029996395111,0.22974500060081482,0.23032400012016296,0.06666131317615509,129600
1962-03-13,0.0,0.2378470003604889,0.23148100078105927,0.2378470003604889,0.06883864104747772,345600
1962-03-14,0.0,0.24421299993991852,0.24074099957942963,0.24189800024032593,0.07001105695962906,864000
1962-03-15,0.0,0.24479199945926666,0.24074099957942963,0.24363400042057037,0.07051354646682739,518400
1962-03-16,0.0,0.24305599927902222,0.2378470003604889,0.2378470003604889,0.06883864104747772,345600
1962-03-19,0.0,0.23842599987983704,0.23726899921894073,0.23726899921894073,0.06867139786481857,86400
1962-03-20,0.0,0.23842599987983704,0.23611100018024445,0.23726899921894073,0.06867139786481857,388800
1962-03-21,0.0,0.23726899921894073,0.23611100018024445,0.23611100018024445,0.06833622604608536,86400
1962-03-22,0.0,0.2355320006608963,0.2355320006608963,0.2355320006608963,0.06816859543323517,129600
1962-03-23,0.0,0.23611100018024445,0.2332179993391037,0.2332179993391037,0.06749892979860306,259200
1962-03-26,0.0,0.23379600048065186,0.2309029996395111,0.23379600048065186,0.0676662027835846,259200
1962-03-27,0.0,0.2320600003004074,0.23032400012016296,0.23032400012016296,0.06666131317615509,86400
1962-03-28,0.0,0.22916699945926666,0.22916699945926666,0.22916699945926666,0.06632640957832336,43200
1962-03-29,0.0,0.22916699945926666,0.22916699945926666,0.22916699945926666,0.06632640957832336,43200
1962-03-30,0.0,0.23032400012016296,0.22395800054073334,0.22395800054073334,0.0648188441991806,432000
1962-04-02,0.0,0.22280099987983704,0.22280099987983704,0.22280099987983704,0.06448396295309067,43200
1962-04-03,0.0,0.22395800054073334,0.2222220003604889,0.22395800054073334,0.0648188441991806,86400
1962-04-04,0.0,0.22337999939918518,0.22337999939918518,0.22337999939918518,0.06465152651071548,172800
1962-04-05,0.0,0.22453700006008148,0.22453700006008148,0.22453700006008148,0.0649864599108696,86400
1962-04-06,0.0,0.22627300024032593,0.22280099987983704,0.22280099987983704,0.06448396295309067,216000
1962-04-09,0.0,0.2222220003604889,0.2222220003604889,0.2222220003604889,0.06431637704372406,86400
1962-04-10,0.0,0.22251200675964355,0.2199070006608963,0.2199070006608963,0.06364636868238449,345600
1962-04-11,0.0,0.22337999939918518,0.2210649996995926,0.2210649996995926,0.0639815405011177,216000
1962-04-12,0.0,0.21875,0.2152779996395111,0.2152779996395111,0.06230667233467102,302400
1962-04-13,0.0,0.22048600018024445,0.2152779996395111,0.21932899951934814,0.06347908824682236,259200
1962-04-16,0.0,0.21875,0.21875,0.21875,0.06331153213977814,43200
1962-04-17,0.0,0.21875,0.2175929993391037,0.21875,0.06331153213977814,0
1962-04-18,0.0,0.2175929993391037,0.2175929993391037,0.2175929993391037,0.0629766583442688,43200
1962-04-19,0.0,0.21875,0.2175929993391037,0.21875,0.06331153213977814,172800
1962-04-23,0.0,0.21817100048065186,0.2175929993391037,0.21817100048065186,0.06314399093389511,86400
1962-04-24,0.0,0.2164350003004074,0.2152779996395111,0.2152779996395111,0.06230667233467102,129600
1962-04-25,0.0,0.2164350003004074,0.21469900012016296,0.21469900012016296,0.062139108777046204,388800
1962-04-26,0.0,0.21412000060081482,0.21064800024032593,0.21064800024032593,0.060966607183218,302400
1962-04-27,0.0,0.21180599927902222,0.20717599987983704,0.20717599987983704,0.05996173992753029,172800
1962-04-30,0.0,0.20833300054073334,0.19907400012016296,0.19907400012016296,0.057616811245679855,432000
1962-05-01,0.0,0.20717599987983704,0.1996529996395111,0.20717599987983704,0.05996173992753029,475200
1962-05-02,0.0,0.21006900072097778,0.20775499939918518,0.20891200006008148,0.06046412140130997,475200
1962-05-03,0.0,0.21006900072097778,0.21006900072097778,0.21006900072097778,0.06079905107617378,129600
1962-05-04,0.0,0.21238400042057037,0.21122699975967407,0.21238400042057037,0.06146900728344917,345600
1962-05-07,0.0,0.21354199945926666,0.21180599927902222,0.21296299993991852,0.06163662672042847,129600
1962-05-08,0.0,0.21412000060081482,0.21122699975967407,0.21122699975967407,0.061134204268455505,259200
1962-05-09,0.0,0.21006900072097778,0.21006900072097778,0.21006900072097778,0.06079905107617378,43200
1962-05-10,0.0,0.2065970003604889,0.20370399951934814,0.2054399996995926,0.05945930257439613,259200
1962-05-11,0.0,0.2065970003604889,0.20370399951934814,0.20370399951934814,0.05895685777068138,259200
1962-05-14,0.0,0.20486100018024445,0.2019679993391037,0.20486100018024445,0.05929167568683624,518400
1962-05-15,0.0,0.21064800024032593,0.20775499939918518,0.20775499939918518,0.06012928858399391,302400
1962-05-16,0.0,0.20717599987983704,0.20717599987983704,0.20717599987983704,0.05996173992753029,43200
1962-05-17,0.0,0.21064800024032593,0.20833300054073334,0.20833300054073334,0.060296572744846344,216000
1962-05-18,0.0,0.20775499939918518,0.20486100018024445,0.20486100018024445,0.05929167568683624,259200
1962-05-21,0.0,0.20370399951934814,0.20254600048065186,0.20254600048065186,0.05862167105078697,259200
1962-05-22,0.0,0.20486100018024445,0.20023100078105927,0.20023100078105927,0.05811777710914612,432000
1962-05-23,0.0,0.1996529996395111,0.19444400072097778,0.19444400072097778,0.056438080966472626,950400
1962-05-24,0.0,0.19473400712013245,0.19039399921894073,0.19241900742053986,0.0558503195643425,1252800
1962-05-25,0.0,0.19212999939918518,0.17824099957942963,0.18055599927902222,0.05240708589553833,907200
1962-05-28,0.0,0.17881900072097778,0.16493099927902222,0.16493099927902222,0.04787185788154602,734400
1962-05-29,0.0,0.1741899996995926,0.1597220003604889,0.17361100018024445,0.05039124935865402,1728000
1962-05-31,0.0,0.1851850003004074,0.18287000060081482,0.18287000060081482,0.053078748285770416,1209600
1962-06-01,0.0,0.1851850003004074,0.18055599927902222,0.1851850003004074,0.053750667721033096,648000
1962-06-04,0.0,0.18287000060081482,0.17592599987983704,0.17824099957942963,0.051735151559114456,388800
1962-06-05,0.0,0.17708300054073334,0.17361100018024445,0.17389999330043793,0.05047515034675598,777600
1962-06-06,0.0,0.17650499939918518,0.17361100018024445,0.17650499939918518,0.0512312687933445,388800
1962-06-07,0.0,0.17824099957942963,0.17476899921894073,0.17708300054073334,0.05139898881316185,259200
1962-06-08,0.0,0.17939800024032593,0.17708300054073334,0.17766200006008148,0.051567088812589645,259200
1962-06-11,0.0,0.17824099957942963,0.17650499939918518,0.17650499939918518,0.0512312687933445,172800
1962-06-12,0.0,0.17361100018024445,0.16550900042057037,0.16550900042057037,0.048039618879556656,432000
1962-06-13,0.0,0.16782400012016296,0.1597220003604889,0.1597220003604889,0.04635993018746376,864000
1962-06-14,0.0,0.15914399921894073,0.15104199945926666,0.15219900012016296,0.04417635500431061,1036800
1962-06-15,0.0,0.16898100078105927,0.15219900012016296,0.16898100078105927,0.049047429114580154,1468800
1962-06-18,0.0,0.17129600048065186,0.16493099927902222,0.16550900042057037,0.048039618879556656,734400
1962-06-19,0.0,0.16319400072097778,0.16203700006008148,0.16203700006008148,0.04703186824917793,172800
1962-06-20,0.0,0.16898100078105927,0.16087999939918518,0.16666699945926666,0.04837571829557419,388800
1962-06-21,0.0,0.16319400072097778,0.1585649996995926,0.1597220003604889,0.04635993018746376,604800
1962-06-22,0.0,0.16319400072097778,0.16030099987983704,0.16058999300003052,0.046611860394477844,950400
1962-06-25,0.0,0.16550900042057037,0.15914399921894073,0.16550900042057037,0.048039618879556656,1382400
1962-06-26,0.0,0.17013899981975555,0.16493099927902222,0.16493099927902222,0.04787185788154602,734400
1962-06-27,0.0,0.16550900042057037,0.16203700006008148,0.16203700006008148,0.04703186824917793,648000
1962-06-28,0.0,0.17013899981975555,0.16203700006008148,0.17013899981975555,0.0493834987282753,864000
1962-06-29,0.0,0.18229199945926666,0.1741899996995926,0.1796880066394806,0.05215512961149216,734400
1962-07-02,0.0,0.18229199945926666,0.17650499939918518,0.18229199945926666,0.052910931408405304,7387200
1962-07-03,0.0,0.18171299993991852,0.17824099957942963,0.18171299993991852,0.052742887288331985,604800
1962-07-05,0.0,0.18229199945926666,0.17939800024032593,0.18229199945926666,0.052910931408405304,259200
1962-07-06,0.0,0.18055599927902222,0.17476899921894073,0.17476899921894073,0.05072736740112305,302400
1962-07-09,0.0,0.17708300054073334,0.17708300054073334,0.17708300054073334,0.05139898881316185,43200
1962-07-10,0.0,0.1840279996395111,0.17824099957942963,0.17824099957942963,0.051735151559114456,993600
1962-07-11,0.0,0.17592599987983704,0.17245399951934814,0.1741899996995926,0.05055930092930794,820800
1962-07-12,0.0,0.18113400042057037,0.17592599987983704,0.17881900072097778,0.051902901381254196,561600
1962-07-13,0.0,0.18113400042057037,0.17592599987983704,0.18113400042057037,0.05257478728890419,432000
1962-07-16,0.0,0.17881900072097778,0.17766200006008148,0.17766200006008148,0.051567088812589645,259200
1962-07-17,0.0,0.17766200006008148,0.17766200006008148,0.17766200006008148,0.051567088812589645,129600
1962-07-18,0.0,0.1753470003604889,0.1741899996995926,0.1741899996995926,0.05055930092930794,172800
1962-07-19,0.0,0.17361100018024445,0.17245399951934814,0.17245399951934814,0.05005541816353798,86400
1962-07-20,0.0,0.1730320006608963,0.17245399951934814,0.17245399951934814,0.05005541816353798,216000
1962-07-23,0.0,0.1730320006608963,0.1707179993391037,0.1707179993391037,0.04955151677131653,172800
1962-07-24,0.0,0.17013899981975555,0.16319400072097778,0.16319400072097778,0.047367703169584274,561600
1962-07-25,0.0,0.17245399951934814,0.16435199975967407,0.16435199975967407,0.047703780233860016,172800
1962-07-26,0.0,0.1695600003004074,0.16608799993991852,0.1695600003004074,0.049215469509363174,345600
1962-07-27,0.0,0.17013899981975555,0.16898100078105927,0.1695600003004074,0.049215469509363174,518400
1962-07-30,0.0,0.16898100078105927,0.16782400012016296,0.16898100078105927,0.049047429114580154,129600
1962-07-31,0.0,0.17274299263954163,0.17129600048065186,0.17274299263954163,0.050139300525188446,388800
1962-08-01,0.0,0.1741899996995926,0.17245399951934814,0.17245399951934814,0.05005541816353798,518400
1962-08-02,0.0,0.17361100018024445,0.17245399951934814,0.17245399951934814,0.05005541816353798,86400
1962-08-03,0.0,0.171875,0.16550900042057037,0.16550900042057037,0.048039618879556656,475200
1962-08-06,0.0,0.16435199975967407,0.16203700006008148,0.16435199975967407,0.047703780233860016,388800
1962-08-07,0.0,0.16261599957942963,0.16203700006008148,0.16261599957942963,0.04719991236925125,129600
1962-08-08,0.0,0.17013899981975555,0.16493099927902222,0.16898100078105927,0.049047429114580154,604800
1962-08-09,0.0,0.1707179993391037,0.16898100078105927,0.16898100078105927,0.049047429114580154,259200
1962-08-10,0.0,0.17361100018024445,0.16898100078105927,0.17013899981975555,0.0493834987282753,1036800
1962-08-13,0.0,0.1707179993391037,0.16898100078105927,0.16898100078105927,0.049047429114580154,172800
1962-08-14,0.0,0.16898100078105927,0.16724500060081482,0.16724500060081482,0.04854349419474602,172800
1962-08-15,0.0,0.17013899981975555,0.16898100078105927,0.17013899981975555,0.0493834987282753,86400
1962-08-16,0.0,0.16898100078105927,0.1686919927597046,0.16898100078105927,0.049047429114580154,129600
1962-08-17,0.0,0.1695600003004074,0.16898100078105927,0.1695600003004074,0.049215469509363174,86400
1962-08-20,0.0,0.17013899981975555,0.1684029996395111,0.1684029996395111,0.048879582434892654,259200
1962-08-21,0.0,0.16898100078105927,0.16666699945926666,0.16666699945926666,0.04854262247681618,129600
1962-08-22,0.0,0.1695600003004074,0.16608799993991852,0.1695600003004074,0.04938526079058647,302400
1962-08-23,0.0,0.16898100078105927,0.16724500060081482,0.16898100078105927,0.04921665042638779,216000
1962-08-24,0.0,0.1684029996395111,0.16724500060081482,0.16724500060081482,0.04871097207069397,129600
1962-08-27,0.0,0.16666699945926666,0.16319400072097778,0.16319400072097778,0.0475311242043972,518400
1962-08-28,0.0,0.16261599957942963,0.16203700006008148,0.16261599957942963,0.04736275225877762,172800
1962-08-29,0.0,0.16232599318027496,0.16232599318027496,0.16232599318027496,0.047278277575969696,43200
1962-08-30,0.0,0.16377300024032593,0.16232599318027496,0.16232599318027496,0.047278277575969696,259200
1962-08-31,0.0,0.16377300024032593,0.16319400072097778,0.16377300024032593,0.04769977182149887,86400
1962-09-04,0.0,0.16666699945926666,0.16377300024032593,0.16435199975967407,0.04786836355924606,432000
1962-09-05,0.0,0.16377300024032593,0.16203700006008148,0.16203700006008148,0.047194141894578934,388800
1962-09-06,0.0,0.16377300024032593,0.16232599318027496,0.16377300024032593,0.04769977182149887,129600
1962-09-07,0.0,0.16377300024032593,0.16319400072097778,0.16377300024032593,0.04769977182149887,172800
1962-09-10,0.0,0.16435199975967407,0.16030099987983704,0.16435199975967407,0.04786836355924606,518400
1962-09-11,0.0,0.16261599957942963,0.16203700006008148,0.16203700006008148,0.047194141894578934,216000
1962-09-12,0.0,0.16493099927902222,0.16203700006008148,0.16493099927902222,0.04803701490163803,604800
1962-09-13,0.0,0.16319400072097778,0.16319400072097778,0.16319400072097778,0.0475311242043972,43200
1962-09-14,0.0,0.16435199975967407,0.16319400072097778,0.16319400072097778,0.0475311242043972,216000
1962-09-17,0.0,0.16261599957942963,0.16203700006008148,0.16232599318027496,0.047278277575969696,475200
1962-09-18,0.0,0.16319400072097778,0.16203700006008148,0.16319400072097778,0.0475311242043972,129600
1962-09-19,0.0,0.16608799993991852,0.16203700006008148,0.16608799993991852,0.048373993486166,388800
1962-09-20,0.0,0.16608799993991852,0.16435199975967407,0.16608799993991852,0.048373993486166,172800
1962-09-21,0.0,0.16550900042057037,0.16435199975967407,0.16435199975967407,0.04786836355924606,432000
1962-09-24,0.0,0.1640630066394806,0.16203700006008148,0.16232599318027496,0.047278277575969696,388800
1962-09-25,0.0,0.16261599957942963,0.16087999939918518,0.16261599957942963,0.04736275225877762,216000
1962-09-26,0.0,0.16087999939918518,0.16001200675964355,0.16001200675964355,0.04660433158278465,129600
1962-09-27,0.0,0.1597220003604889,0.1574070006608963,0.1574070006608963,0.045845601707696915,302400
1962-09-28,0.0,0.15914399921894073,0.1574070006608963,0.15914399921894073,0.04635150358080864,0
1962-10-01,0.0,0.1574070006608963,0.1574070006608963,0.1574070006608963,0.045845601707696915,259200
1962-10-02,0.0,0.15798600018024445,0.15798600018024445,0.15798600018024445,0.04601423442363739,129600
1962-10-03,0.0,0.1585649996995926,0.1585649996995926,0.1585649996995926,0.04618289694190025,43200
1962-10-04,0.0,0.1597220003604889,0.1585649996995926,0.15914399921894073,0.04635150358080864,129600
1962-10-05,0.0,0.16058999300003052,0.15798600018024445,0.15798600018024445,0.04601423442363739,172800
1962-10-08,0.0,0.1585649996995926,0.1585649996995926,0.1585649996995926,0.04618289694190025,43200
1962-10-09,0.0,0.16058999300003052,0.15798600018024445,0.16058999300003052,0.04677266627550125,216000
1962-10-10,0.0,0.16087999939918518,0.1597220003604889,0.1597220003604889,0.04651987552642822,129600
1962-10-11,0.0,0.15914399921894073,0.1574070006608963,0.1574070006608963,0.045845601707696915,345600
1962-10-12,0.0,0.1585649996995926,0.15769700706005096,0.1585649996995926,0.04618289694190025,129600
1962-10-15,0.0,0.1585649996995926,0.1585649996995926,0.1585649996995926,0.04618289694190025,0
1962-10-16,0.0,0.1597220003604889,0.1585649996995926,0.15914399921894073,0.04635150358080864,475200
1962-10-17,0.0,0.15914399921894073,0.1585649996995926,0.1585649996995926,0.04618289694190025,216000
1962-10-18,0.0,0.15798600018024445,0.15798600018024445,0.15798600018024445,0.04601423442363739,129600
1962-10-19,0.0,0.1574070006608963,0.15219900012016296,0.1527779996395111,0.04449743404984474,777600
1962-10-22,0.0,0.15046299993991852,0.14814800024032593,0.14988400042057037,0.043654512614011765,388800
1962-10-23,0.0,0.14872699975967407,0.14236100018024445,0.14236100018024445,0.041463352739810944,604800
1962-10-24,0.0,0.14814800024032593,0.14236100018024445,0.14814800024032593,0.04314885661005974,259200
1962-10-25,0.0,0.14699099957942963,0.14641200006008148,0.14699099957942963,0.04281188175082207,86400
1962-10-26,0.0,0.14814800024032593,0.14814800024032593,0.14814800024032593,0.04314885661005974,172800
1962-10-29,0.0,0.1527779996395111,0.15162000060081482,0.1527779996395111,0.04449743404984474,302400
1962-10-30,0.0,0.15769700706005096,0.15451399981975555,0.15769700706005096,0.04593007266521454,216000
1962-10-31,0.0,0.16030099987983704,0.1574070006608963,0.1574070006608963,0.045845601707696915,518400
1962-11-01,0.0,0.1574070006608963,0.1550929993391037,0.1574070006608963,0.045845601707696915,172800
1962-11-02,0.0,0.1597220003604889,0.1585649996995926,0.1597220003604889,0.04651987552642822,518400
1962-11-05,0.0,0.16087999939918518,0.1585649996995926,0.1585649996995926,0.04618289694190025,216000
1962-11-07,0.0,0.1597220003604889,0.15625,0.15625,0.04550861567258835,388800
1962-11-08,0.0,0.16030099987983704,0.15625,0.16030099987983704,0.046688493341207504,691200
1962-11-09,0.0,0.16145800054073334,0.16145800054073334,0.16145800054073334,0.04702546074986458,43200
1962-11-12,0.0,0.16319400072097778,0.16203700006008148,0.16319400072097778,0.0475311242043972,475200
1962-11-13,0.0,0.16724500060081482,0.16435199975967407,0.16435199975967407,0.04786836355924606,1209600
1962-11-14,0.0,0.16435199975967407,0.16435199975967407,0.16435199975967407,0.04786836355924606,691200
1962-11-15,0.0,0.16319400072097778,0.16087999939918518,0.16087999939918518,0.04685710743069649,388800
1962-11-16,0.0,0.16001200675964355,0.1585649996995926,0.16001200675964355,0.04660433158278465,302400
1962-11-19,0.0,0.16058999300003052,0.16030099987983704,0.16058999300003052,0.04677266627550125,216000
1962-11-20,0.0,0.16087999939918518,0.16087999939918518,0.16087999939918518,0.04685710743069649,129600
1962-11-21,0.0,0.161748006939888,0.15914399921894073,0.161748006939888,0.047280073165893555,475200
